Respondent ID,Collector ID,Start Date,End Date,IP Address,Latitude,Longitude,What is your relationship to the Township?,,,,,In what section of the township do you live?,How many years have you lived in the Township?,,,,,,What are the ages of those living in your house? Check all that apply.,,,,,,,Where do members of your household work? Check all that apply.,,,,,,,,,,,,,What are the top two reasons you live in the Township?,,,,,,,,,Do you rent or own your home? ,Is farming your family's primary source of income?,"If you are a farmer, how many acres do you own?",How many acres do you own?,How likely are you to sell your property in the next 12 months,The Township needs more of which type(s) of housing units? Check all that apply.,,,,,,,Would You Consider Yourself: ,Which type(s) of commercial development would you like to see in the Township? Check all that apply.,,,,,,,,Which type(s) of job-creating employment opportunities would you like to see in the Township? Check all that apply. ,,,,,,,What are methods of encouraging businesses/industry you would support?,,,,,,,Would you like to see more public parkland in the Township?,How important is it to use land use planning and zoning in the following manner:,,,,,Do you feel the following services are needed or should be improved? Check all that apply.,,,,,,,,Items for which you would support an additional tax. Check all that apply. ,,,,,,,,,,Which type of tax would you support for such services? ,,"In your opinion, is it important to work with adjacent communities to coordinate growth?",Do you think a bike path system should be strategically created for recreation and possibly commuting purposes in the Township?,,Please feel free to comment on issues affecting the Township that are not addressed in this survey.
118205552326,448603621,2022-12-20 17:43:41,2022-12-20 17:51:52,75.188.82.111,39.9622601,-83.0007065,I live in Etna Township,,,,,2 (NW),,,,20 - 39 Years,,,,,,,,45 - 65 Years Old,,Etna Township,,,,,,Columbus,,,,,,,,Access to Employment,,,,,Rural Atmosphere,,,Own,No - we have other occupations.,,< 2 Acres,48,,Farm House/Large Lot,,,,,,Anti Growth,,,,,,,,none too many already ,None of the above,,,,,,,None of the above,,,,,,,No,Very,Very,Very,Very,Very,,,Central Water,Central Sewer,,,,,None of the above,,,,,,,,,,None of the above,,Not important,No,,"the growth in the last 6 years has been too much.  the traffic is horrible and very difficult to leave home at change of shift for Amazon.   I don't want to live in Reynoldsburg which is what it seems you are bringing here.  please limit anymore growth until infrastructure issues are resolved,  such as schools and road maintenance. "
118204723043,448603621,2022-12-19 17:32:40,2022-12-20 17:44:00,104.28.32.131,39.9622601,-83.0007065,I live in Etna Township,,,,,2 (NW),,,,20 - 39 Years,,,,,,19 - 25 Years Old,,,,,,,,,,Columbus,,,,,,,,Access to Employment,Friendliness,,,,,,,Own,No - we have other occupations.,,< 2 Acres,100,,Farm House/Large Lot,Single Family,,,,,Pro Growth,,Strip Shopping Areas,,Neighborhood Commercial,,Manufacturing,,,,Light Manufacturing,Heavy Manufacturing,,Recreation/Resort Activity,,,,,,,Business Centers,Industrial Park,,Yes,Somewhat,Not,Somewhat,Somewhat,Very,None of the above,,,,,,,,None of the above,,,,,,,,,,None of the above,,Very important,No,,
118205546317,448603621,2022-12-20 17:23:27,2022-12-20 17:40:54,76.182.130.183,39.9955726,-82.6742373,I live in Etna Township,,,,,3 (SW),,,,20 - 39 Years,,,,,,,,45 - 65 Years Old,,,Reynoldsburg,Newark,,,,,,,,,,,,,,,School System,,Rural Atmosphere,,,Own,No - we have other occupations.,,< 2 Acres,91,,Farm House/Large Lot,Single Family,,,,,Pro Limited Growth,,,Rural Home Occupations,,,,,,,,,,Recreation/Resort Activity,Maintain Current Farming and Agricultural Base,,None of the above,,,,,,,Yes,Somewhat,Somewhat,Somewhat,Very,Very,,Broadband Internet,Central Water,Central Sewer,,,,,,,,,,,,,Improve/Provide Parks and Recreation Facilities,,Income (in association with Joint Economic Development District),,Somewhat important,Yes,,Work together and not against one another!
118205533503,448603621,2022-12-20 17:12:58,2022-12-20 17:20:11,172.56.20.65,36.1622767,-86.7742984,I live in Etna Township,,,,,2 (NW),0 - 4 Years,,,,,,0 - 5 Years Old,6 - 12 Years Old,,,26 - 44 Years Old,,,,,,,,,Columbus,,,,,,,,,Friendliness,,,,Rural Atmosphere,,,Own,No - we have other occupations.,,< 2 Acres,73,,,Single Family,,,,,Pro Limited Growth,,,Rural Home Occupations,Neighborhood Commercial,,,,,,,,Office/Service,Recreation/Resort Activity,Maintain Current Farming and Agricultural Base,,,,,Job Training,,,,Yes,Very,Very,Very,Very,Very,,Broadband Internet,Central Water,,Recycling,,,,,,,,,,,,Improve/Provide Parks and Recreation Facilities,,Other (please specify),We need to tax the business/warehouses coming in to support with infrastructure they are utilizing. ,Somewhat important,Yes,,"We love the area, but goodness it’s becoming not pretty to look at. I’m all for development, but please no more warehouses. Neighborhoods, shops, restaurants, small business are all welcome,  but please no more warehouses!!!"
118205523199,448603621,2022-12-20 16:48:44,2022-12-20 17:04:02,174.96.175.86,39.9622601,-83.0007065,I live in Etna Township,,,,,3 (SW),,,,,Over 40 Years,,,,13 - 18 Years Old,,26 - 44 Years Old,45 - 65 Years Old,66+ Years Old,Etna Township,,,,,,Columbus,,,,,Retired,,,,,,School System,,Rural Atmosphere,,,Own,No - we have other occupations.,,3 - 5 Acres,95,None of the above,,,,,,,Strongly Anti Growth,,,,,,,,Farming,,,,,,Maintain Current Farming and Agricultural Base,,None of the above,,,,,,,Yes,Very,Very,Very,Very,Very,,,,,,Adopt-A-Highway,,Improve roads,,,Fire Station Facility,Improve Emergency Services,,,Improve Police Protection,,,,Other (please specify),Remove tax abatements so all the warehouses have to pay city taxes,Very important,No,,Stop building warehouses and wasting farmland  and improve the township infrastructure 
118205522814,448603621,2022-12-20 16:57:39,2022-12-20 17:02:38,174.96.166.78,39.9622601,-83.0007065,I live in Etna Township,,,,,3 (SW),,,,20 - 39 Years,,,,,13 - 18 Years Old,,,45 - 65 Years Old,,Etna Township,,,,,Pataskala,,,,,,,,,Access to Employment,,,School System,,,,,Own,No - we have other occupations.,,< 2 Acres,,None of the above,,,,,,,Strongly Anti Growth,,,,,,,,NONE ,,,,,,Maintain Current Farming and Agricultural Base,,None of the above,,,,,,,Yes,Very,Somewhat,Somewhat,Very,Very,,,Central Water,Central Sewer,Recycling,,Natural Gas,,,,,,,,,Central Water and Sewer Facilities,Improve/Provide Parks and Recreation Facilities,,None of the above,,Not important,No,,Traffic from these warehouses has gotten OUT OF CONTROL 
118205522311,448603621,2022-12-20 16:53:23,2022-12-20 17:01:34,172.56.20.2,36.1622767,-86.7742984,I live in Etna Township,,,,,4 (NE),,5 - 9 Years,,,,,,,,,,45 - 65 Years Old,,,,,,,,,,,,Elsewhere in Franklin County,,,Quiet for Retirement,,,,,,Rural Atmosphere,,,Own,No - we have other occupations.,,< 2 Acres,48,,Farm House/Large Lot,,,,,,Pro Limited Growth,,,,Neighborhood Commercial,,,,,,,,,,Maintain Current Farming and Agricultural Base,,None of the above,,,,,,,Yes,Very,Very,Very,Very,Very,,,,,,Adopt-A-Highway,,,None of the above,,,,,,,,,,None of the above,,Not important,Maybe (please specify),Depends on where,The township needs to remain as close to what is now as possible. My wife and I moved here to be away from the city life and refuse to support any plans that will change this township into just another suburb of Columbus 
118205521804,448603621,2022-12-20 16:51:48,2022-12-20 17:01:06,70.61.250.98,39.9955726,-82.6742373,,,Own a business in the Township,I work in Etna Township but live elsewhere,,3 (SW),,,,,,,,,,,,,,Etna Township,,,,,,,,,,,,,,,,,,,,,,,No - we have other occupations.,,6 - 10 Acres,65,None of the above,,,,,,,Pro Limited Growth,,,,Neighborhood Commercial,,,,,,Light Manufacturing,,Office/Service,,Maintain Current Farming and Agricultural Base,,,,,,Business Centers,,,Yes,Very,Not,Somewhat,Very,Very,,,Central Water,Central Sewer,,,,3 Pase electrical distribution,,,,,,,,Central Water and Sewer Facilities,Improve/Provide Parks and Recreation Facilities,,Bond Issue for Facilities,,Very important,No,,Way to many large distribution facilities have been built overtaxing the roads and creating unsafe conditions
118205513221,448603621,2022-12-20 16:43:31,2022-12-20 16:50:40,174.96.174.253,39.9622601,-83.0007065,I live in Etna Township,,,,,2 (NW),,,10 - 19 Years,,,,,,,,,45 - 65 Years Old,,Etna Township,,,,,,,,,,,,,,,Friendliness,,,,Rural Atmosphere,,,Own,No - we have other occupations.,0 - 5 Acres,,100,,,Single Family,,,,,Pro Limited Growth,,,,,,,,,,,,,Recreation/Resort Activity,,,None of the above,,,,,,,Yes,Very,Very,Not,Very,,,Broadband Internet,Central Water,Central Sewer,Recycling,,,,None of the above,,,,,,,,,,None of the above,,Somewhat important,Yes,,
118205510637,448603621,2022-12-20 16:28:00,2022-12-20 16:44:22,65.186.65.237,39.9955726,-82.6742373,I live in Etna Township,,,,,2 (NW),,,,,Over 40 Years,,,,,,,45 - 65 Years Old,,Etna Township,Reynoldsburg,,,Johnstown,Pataskala,Columbus,New Albany,Heath,Elsewhere in Licking County,Elsewhere in Franklin County,,,,Access to Employment,,,,,,,I Own my Home and would have retired here but lack of rural atmosphere and gross Congestion have ruined for me and my wife ,Own,No - we have other occupations.,,< 2 Acres,48,,,Single Family,,,,,Pro Limited Growth,,Strip Shopping Areas,,,,,,To much warehouses already,,,,Office/Service,,,,None of the above,,,,,,,Yes,Very,Very,Very,Very,Very,,Broadband Internet,Central Water,,Recycling,,,,None of the above,,,,,,,,,,None of the above,,Somewhat important,Yes,,"The Federal Express building is in my backyard,I have not slept thru the night since it went in.In the future impact studies should be done before allowing commercial buildings adjacent to residential neighborhoods."
118205508777,448603621,2022-12-20 16:11:35,2022-12-20 16:41:23,75.185.19.9,39.9622601,-83.0007065,I live in Etna Township,,,,,3 (SW),,5 - 9 Years,,,,,0 - 5 Years Old,6 - 12 Years Old,,,26 - 44 Years Old,,,,,,,,,Columbus,,,,,,,,,,Cleanliness,,Lack of Congestion,,,,Own,No - we have other occupations.,,,84,,,Single Family,Townhome/Condo,,,,Pro Limited Growth,,Strip Shopping Areas,,,,,,,,,,Office/Service,,,,,Tax Reductions,,,,,,Yes,Somewhat,Very,Somewhat,Somewhat,Very,,Broadband Internet,,,,,Natural Gas,,,,,,Improve Schools,Provide Social Services For All Ages,,,Improve/Provide Parks and Recreation Facilities,,Local License Tax for Roads,,Very important,Yes,,NA
118205508930,448603621,2022-12-20 16:28:49,2022-12-20 16:41:14,76.181.115.142,39.9955726,-82.6742373,I live in Etna Township,,,,,5 (SE),,,,20 - 39 Years,,,,6 - 12 Years Old,,,26 - 44 Years Old,45 - 65 Years Old,,,,,,,,,,,,,Retired,,,,,,,,Rural Atmosphere,My Family has Lived Here for Generations,,Own,No - we have other occupations.,0 - 5 Acres,< 2 Acres,100,,Farm House/Large Lot,,,Accessory Dwelling Units,,,Pro Limited Growth,,,,,,,,Department store not Walmart,,,,,Recreation/Resort Activity,Maintain Current Farming and Agricultural Base,,,,,,,,Hire only residents,Yes,Very,Very,Very,Very,Very,,,,,,,,Ymca,,,,Improve Emergency Services,,Provide Social Services For All Ages,,,Improve/Provide Parks and Recreation Facilities,,Income (in association with Joint Economic Development District),,Very important,Yes,,We need a kroger grocery and a department store like rural king
118205418890,448603621,2022-12-20 14:35:32,2022-12-20 16:39:22,98.30.141.240,39.9622601,-83.0007065,I live in Etna Township,,,,,2 (NW),,,,20 - 39 Years,,,,,,,26 - 44 Years Old,,66+ Years Old,,,,,,,,,,,Elsewhere in Franklin County,,,,,,,,Lack of Congestion,Rural Atmosphere,,,Own,No - we have other occupations.,,< 2 Acres,66,,Farm House/Large Lot,Single Family,,,,,Pro Limited Growth,,,,,,,Logistics & Warehousing,,,,,Office/Service,,,,,,,,Business Centers,,,Yes,Very,Very,Very,Very,Very,,,Central Water,,Recycling,,,,,,,,,,,,Improve/Provide Parks and Recreation Facilities,,Bond Issue for Facilities,,Somewhat important,No,,
118205505402,448603621,2022-12-20 16:21:36,2022-12-20 16:35:25,76.182.130.132,39.9955726,-82.6742373,I live in Etna Township,,,,,2 (NW),0 - 4 Years,,,,,,,,,,,,66+ Years Old,,,,,,,,,,,,Retired,,Quiet for Retirement,,,,,,Rural Atmosphere,,,Own,No - we have other occupations.,0 - 5 Acres,< 2 Acres,91,,,Single Family,,,,,Pro Limited Growth,,Strip Shopping Areas,,,Agri-Business,,,No more warehouses ,,,,,,Maintain Current Farming and Agricultural Base,,,Tax Reductions,,,,,,Yes,,Very,,Very,Very,,,Central Water,Central Sewer,,,,,None of the above,,,,,,,,,,None of the above,,Very important,Yes,,We don’t understand why Etna would allow so many warehouses in the community. This was a farming community but I do understand growth but with limitations. Add single family housing and some low income housing. We don’t understand how this has happened (warehouses). Never saw a voting option! Thanks
118205495303,448603621,2022-12-20 16:08:38,2022-12-20 16:20:54,174.207.34.45,40.6526006,-73.9497211,I live in Etna Township,,,,,4 (NE),,,,20 - 39 Years,,,,,,,,45 - 65 Years Old,66+ Years Old,,,,,,,,,,,,Retired,,,,,,,Lack of Congestion,Rural Atmosphere,,,Own,No - we have other occupations.,,< 2 Acres,36,,,Single Family,,,Senior/Assisted Living,,Pro Limited Growth,,Strip Shopping Areas,Rural Home Occupations,,,,,More restaurants ,,,,,Recreation/Resort Activity,Maintain Current Farming and Agricultural Base,,,,,,Business Centers,,,Yes,Very,Very,Very,Very,Very,,,Central Water,,,,,Water too expensive and paying other people's mistakes is not fair,,,,,,,,,Improve/Provide Parks and Recreation Facilities,,,,Very important,Yes,,"We moved out here to enjoy the beautiful,  rural and farming community.  We are turning into a warehouse jungle. Please no more monster warehouses. "
118205490513,448603621,2022-12-20 16:06:50,2022-12-20 16:14:34,76.181.227.80,39.9622601,-83.0007065,I live in Etna Township,,,,,4 (NE),,,10 - 19 Years,,,,,,,19 - 25 Years Old,,45 - 65 Years Old,,,Reynoldsburg,,,,Pataskala,Columbus,New Albany,,Elsewhere in Licking County,Elsewhere in Franklin County,,,,,,,School System,,Rural Atmosphere,,,Own,No - we have other occupations.,,,49,None of the above,,,,,,,Anti Growth,Large Shopping Mall (Easton/Polaris),Strip Shopping Areas,Rural Home Occupations,Neighborhood Commercial,Agri-Business,,,,,,,Office/Service,Recreation/Resort Activity,,,,,,Job Training,,,,Yes,Somewhat,Somewhat,Somewhat,Very,Somewhat,,Broadband Internet,Central Water,Central Sewer,,,Natural Gas,Cable,,,Fire Station Facility,Improve Emergency Services,,,Improve Police Protection,,Improve/Provide Parks and Recreation Facilities,,Bond Issue for Facilities,,Somewhat important,Yes,,
118205487270,448603621,2022-12-20 15:56:37,2022-12-20 16:10:59,76.181.241.16,39.9622601,-83.0007065,I live in Etna Township,,,,,4 (NE),,5 - 9 Years,,,,,,,13 - 18 Years Old,,26 - 44 Years Old,45 - 65 Years Old,,,,,,,,Columbus,,,,,,Unemployed,,,,,School System,,Rural Atmosphere,,,Own,No - we have other occupations.,,< 2 Acres,93,,,Single Family,,,Senior/Assisted Living,,Pro Limited Growth,,Strip Shopping Areas,,,,,,,,,,,,Maintain Current Farming and Agricultural Base,,,,,,,,,Yes,Very,Very,Very,Very,Very,,Broadband Internet,,,,,,,,,,,,,,,Improve/Provide Parks and Recreation Facilities,,Income (in association with Joint Economic Development District),,Very important,Yes,,I am not sure I trust the township with any increase in tax dollars. It seems so much is wasted on bickering.
118205478875,448603621,2022-12-20 15:50:44,2022-12-20 16:00:22,76.181.253.97,39.9622601,-83.0007065,I live in Etna Township,,,,,5 (SE),,,,20 - 39 Years,,,,,,,,,66+ Years Old,,,,,,,,,,,,Retired,,,,,,,,,My Family has Lived Here for Generations,,Own,No - we have other occupations.,,11 - 25 Acres,93,,Farm House/Large Lot,Single Family,,,,,Pro Limited Growth,,,,,,,Logistics & Warehousing,,,Light Manufacturing,,,,,,,Tax Reductions,,,,,,Yes,Somewhat,Somewhat,Very,Somewhat,Somewhat,,Broadband Internet,,,Recycling,,Natural Gas,,,,,,Improve Schools,Provide Social Services For All Ages,,,Improve/Provide Parks and Recreation Facilities,,Income (in association with Joint Economic Development District),,Somewhat important,Yes,,Could the trustees at least get along for the betterment of our community. 
118205475785,448603621,2022-12-20 15:49:53,2022-12-20 15:56:31,75.188.211.30,39.9622601,-83.0007065,I live in Etna Township,,,,,2 (NW),,,10 - 19 Years,,,,,,,,,45 - 65 Years Old,,,,,,,,Columbus,,,,,,,,,,,,Lack of Congestion,Rural Atmosphere,,,Own,No - we have other occupations.,,< 2 Acres,100,,Farm House/Large Lot,Single Family,,,,,Pro Limited Growth,,Strip Shopping Areas,,,,,,,,,,Office/Service,,Maintain Current Farming and Agricultural Base,,,Tax Reductions,,,,,,Yes,Very,Very,Somewhat,Very,Very,None of the above,,,,,,,,,Recycling,Fire Station Facility,Improve Emergency Services,Improve Schools,,Improve Police Protection,Central Water and Sewer Facilities,Improve/Provide Parks and Recreation Facilities,,Bond Issue for Facilities,,Somewhat important,No,,
118205473600,448603621,2022-12-20 15:49:24,2022-12-20 15:53:50,76.181.234.162,39.9622601,-83.0007065,I live in Etna Township,,,,,2 (NW),,,,20 - 39 Years,,,,,,,,45 - 65 Years Old,,,,,,,,,,,,,Retired,,Quiet for Retirement,,,,School System,,,,,Own,No - we have other occupations.,,< 2 Acres,100,,,Single Family,,,,,Pro Limited Growth,,Strip Shopping Areas,,,,,,,,,,,Recreation/Resort Activity,,,None of the above,,,,,,,Yes,Very,Somewhat,Very,Very,Very,,Broadband Internet,,,,,,,,,,Improve Emergency Services,,,Improve Police Protection,,,,Income (in association with Joint Economic Development District),,Somewhat important,No,,
118205473161,448603621,2022-12-20 15:49:58,2022-12-20 15:53:17,65.60.239.246,40.0737476,-83.0184296,I live in Etna Township,,,,,1 (Reynoldsburg),,,,20 - 39 Years,,,,,,19 - 25 Years Old,,45 - 65 Years Old,,,,,,,,Columbus,,,,,,,,,,,,,,,Family,Own,No - we have other occupations.,,< 2 Acres,100,None of the above,,,,,,,Strongly Anti Growth,,,Rural Home Occupations,,Agri-Business,,,,,,,,,Maintain Current Farming and Agricultural Base,,None of the above,,,,,,,No,Very,Very,Very,Very,Very,None of the above,,,,,,,,,Recycling,,,Improve Schools,Provide Social Services For All Ages,,,,,None of the above,,Don't Know,Yes,,
118205469607,448603621,2022-12-20 15:45:03,2022-12-20 15:49:15,173.89.212.54,39.9622601,-83.0007065,I live in Etna Township,,,,,3 (SW),,,10 - 19 Years,,,,,,,,,45 - 65 Years Old,,,,,,,,Columbus,,,,,,,,Access to Employment,,,,,Rural Atmosphere,,,Own,No - we have other occupations.,,< 2 Acres,100,,,,Townhome/Condo,,,,Pro Limited Growth,,Strip Shopping Areas,,Neighborhood Commercial,,,,,,,,,,Maintain Current Farming and Agricultural Base,,None of the above,,,,,,,Yes,Very,Very,Very,Very,Very,,Broadband Internet,Central Water,Central Sewer,Recycling,,Natural Gas,,,,,Improve Emergency Services,,,,Central Water and Sewer Facilities,,,Bond Issue for Facilities,,Very important,Yes,,We really need a grocery store. 
118205456984,448603621,2022-12-20 15:25:31,2022-12-20 15:34:20,172.56.20.86,37.0478218,-87.4850022,I live in Etna Township,,,,,1 (Reynoldsburg),,,,20 - 39 Years,,,,,,,,,66+ Years Old,,,,,,,,,,,,Retired,,,,,,,Lack of Congestion,Rural Atmosphere,,,Own,No - we have other occupations.,,,50,,Farm House/Large Lot,,,,Senior/Assisted Living,,Pro Limited Growth,,,Rural Home Occupations,Neighborhood Commercial,,Manufacturing,Logistics & Warehousing,,,Light Manufacturing,,Office/Service,,Maintain Current Farming and Agricultural Base,,,Tax Reductions,,Job Training,Business Centers,,,Yes,Somewhat,Somewhat,Somewhat,Somewhat,Very,,Broadband Internet,Central Water,Central Sewer,,,Natural Gas,,,,,Improve Emergency Services,,Provide Social Services For All Ages,Improve Police Protection,Central Water and Sewer Facilities,Improve/Provide Parks and Recreation Facilities,,Bond Issue for Facilities,,Very important,No,,
118205455743,448603621,2022-12-20 15:25:10,2022-12-20 15:31:44,174.207.99.9,40.6526006,-73.9497211,I live in Etna Township,,,,,3 (SW),,,,,Over 40 Years,,,,13 - 18 Years Old,19 - 25 Years Old,,45 - 65 Years Old,,Etna Township,,,,,Pataskala,,,,,,,,,,,,,,,My Family has Lived Here for Generations,,Own,Yes,300+ Acres,101 + Acres,0,None of the above,,,,,,,Pro Limited Growth,,,,,,Manufacturing,Logistics & Warehousing,,,Light Manufacturing,Heavy Manufacturing,Office/Service,Recreation/Resort Activity,,,,Tax Reductions,,,,Industrial Park,,No,Not,Not,Not,Not,Not,,Broadband Internet,,,,,,,None of the above,,,,,,,,,,None of the above,,Very important,No,,
118205454003,448603621,2022-12-20 15:22:07,2022-12-20 15:28:55,76.181.230.87,39.9622601,-83.0007065,I live in Etna Township,,,,,4 (NE),,,10 - 19 Years,,,,,,13 - 18 Years Old,,,45 - 65 Years Old,,Etna Township,,,,,,,,,,,,,,Access to Employment,,,School System,,,,,Own,No - we have other occupations.,,< 2 Acres,97,,,Single Family,Townhome/Condo,,,,Pro Growth,,Strip Shopping Areas,,,,,,,,Light Manufacturing,,Office/Service,,,,,,Relaxed Zoning,Job Training,,Industrial Park,,Yes,Somewhat,Somewhat,Somewhat,Somewhat,Somewhat,,Broadband Internet,,,Recycling,,,,,,,,Improve Schools,,Improve Police Protection,,,,Bond Issue for Facilities,,Very important,Yes,,
118205428697,448603621,2022-12-20 14:51:01,2022-12-20 14:56:16,71.79.237.27,39.9955726,-82.6742373,I live in Etna Township,,,,,5 (SE),,5 - 9 Years,,,,,,,,,26 - 44 Years Old,45 - 65 Years Old,,,,,,,,,,,,,Retired,,,,,,,Lack of Congestion,,,,Own,No - we have other occupations.,,< 2 Acres,96,,Farm House/Large Lot,,,Accessory Dwelling Units,Senior/Assisted Living,Gated Communities,No Opinion,,Strip Shopping Areas,,,,,,,None of the above,,,,,,,,,,Job Training,,,,Yes,Somewhat,Somewhat,Somewhat,Very,Very,,Broadband Internet,,,Recycling,,,,,,,Improve Emergency Services,,,Improve Police Protection,,,,Property Tax Levy,,Somewhat important,No,,
118205425697,448603621,2022-12-20 14:49:14,2022-12-20 14:52:50,104.230.226.168,39.9622601,-83.0007065,I live in Etna Township,,,,,2 (NW),,,10 - 19 Years,,,,,6 - 12 Years Old,13 - 18 Years Old,,,45 - 65 Years Old,,,,,,,,Columbus,,,,,,,,,,,,Lack of Congestion,Rural Atmosphere,,,Own,No - we have other occupations.,,< 2 Acres,80,,Farm House/Large Lot,,,,,Gated Communities,Strongly Anti Growth,,,Rural Home Occupations,,,,,,,,,,,Maintain Current Farming and Agricultural Base,,None of the above,,,,,,,Yes,Very,Very,Very,Very,Very,,Broadband Internet,Central Water,Central Sewer,,,Natural Gas,,,,,Improve Emergency Services,,Provide Social Services For All Ages,Improve Police Protection,,,,Local License Tax for Roads,,Somewhat important,Yes,,
118205408891,448603621,2022-12-20 14:25:24,2022-12-20 14:32:49,174.207.97.223,40.7127281,-74.0060152,I live in Etna Township,,,,,3 (SW),,,10 - 19 Years,,,,,,,,,45 - 65 Years Old,,,,,,,Pataskala,Columbus,,,,,,,,,,,,,Rural Atmosphere,,,Own,No - we have other occupations.,,< 2 Acres,100,None of the above,,,,,,,No Opinion,,Strip Shopping Areas,,Neighborhood Commercial,,,,,,,,,,Maintain Current Farming and Agricultural Base,,None of the above,,,,,,,No,Somewhat,Somewhat,Somewhat,Very,Very,,Broadband Internet,,,Recycling,,,,None of the above,,,,,,,,,,None of the above,,Very important,No,,
118205382735,448603621,2022-12-20 13:58:47,2022-12-20 14:04:52,172.58.144.65,36.1622767,-86.7742984,I live in Etna Township,,,,,2 (NW),,,,20 - 39 Years,,,,,,,,45 - 65 Years Old,,,,,,,,,,,,,Retired,,Quiet for Retirement,,,,,,,,,Own,No - we have other occupations.,,,100,,,Single Family,Townhome/Condo,,,Gated Communities,Pro Growth,,Strip Shopping Areas,,Neighborhood Commercial,,,,,,,,Office/Service,,,,,,,Job Training,Business Centers,Industrial Park,,Yes,Somewhat,Somewhat,Somewhat,Not,Very,,Broadband Internet,Central Water,Central Sewer,,,Natural Gas,,,,Fire Station Facility,,,,Improve Police Protection,,,,Income (in association with Joint Economic Development District),,Very important,No,,"the level of infighting, bickering in the township trustee  community is embarrassing. These folks should act in a more transparent and professional manner."
118205380162,448603621,2022-12-20 13:51:34,2022-12-20 14:02:24,193.42.0.168,40.6478171,-83.6089968,I live in Etna Township,,,I work in Etna Township but live elsewhere,,1 (Reynoldsburg),,,,20 - 39 Years,,,,,,,,45 - 65 Years Old,,Etna Township,Reynoldsburg,,,,,,,,,,,,,Access to Employment,,,,Lack of Congestion,,,,Own,No - we have other occupations.,,< 2 Acres,88,,,Single Family,,,,,Pro Growth,Large Shopping Mall (Easton/Polaris),Strip Shopping Areas,Rural Home Occupations,Neighborhood Commercial,Agri-Business,Manufacturing,Logistics & Warehousing,,,Light Manufacturing,Heavy Manufacturing,Office/Service,Recreation/Resort Activity,Maintain Current Farming and Agricultural Base,,,,Relaxed Zoning,Job Training,Business Centers,Industrial Park,,Yes,Very,Very,Somewhat,Somewhat,Somewhat,,Broadband Internet,,,,,,,,,,,,Provide Social Services For All Ages,,Central Water and Sewer Facilities,Improve/Provide Parks and Recreation Facilities,,Bond Issue for Facilities,,Very important,Yes,,The roads are just falling apart. I'm pro growth but it should include the infrastructure FIRST. Mink 55 mph today is crazy. Refugee is falling apart. Roads should have wide enough shoulder that cyclists can share the road. It just seems that encouraging all of the warehouse traffic without a thought to the number of added trucks and cars is short sided. 
118205377279,448603621,2022-12-20 13:50:21,2022-12-20 14:00:02,165.171.225.5,39.9520328,-83.12980425,I live in Etna Township,,,,,2 (NW),,,10 - 19 Years,,,,,,,,,45 - 65 Years Old,,,,,,,,Columbus,,,,,,,Quiet for Retirement,,,,,,Rural Atmosphere,,,Own,No - we have other occupations.,,< 2 Acres,1,,Farm House/Large Lot,Single Family,,,,Gated Communities,Anti Growth,,,Rural Home Occupations,,,,,,,,,,,Maintain Current Farming and Agricultural Base,,None of the above,,,,,,,No,Very,Very,Very,Very,Very,,,,,Recycling,,,,,Recycling,,Improve Emergency Services,,Provide Social Services For All Ages,Improve Police Protection,,Improve/Provide Parks and Recreation Facilities,,Property Tax Levy,,Very important,Yes,,Thank you for creating this comprehensive plan community advisory committee.
118205372218,448603621,2022-12-20 13:18:50,2022-12-20 13:53:21,174.96.160.204,39.9622601,-83.0007065,I live in Etna Township,,,,,2 (NW),,,10 - 19 Years,,,,0 - 5 Years Old,,,,26 - 44 Years Old,,,Etna Township,,,,,,,,,,,,,,,,,School System,,Rural Atmosphere,,,Own,No - we have other occupations.,,< 2 Acres,89,,Farm House/Large Lot,Single Family,,,,,Pro Limited Growth,,,Rural Home Occupations,Neighborhood Commercial,,,,,,,,Office/Service,Recreation/Resort Activity,,,,,,Job Training,,,,Yes,Very,Very,Very,Very,Very,,Broadband Internet,,,,,Natural Gas,,,,,,Improve Schools,,,,Improve/Provide Parks and Recreation Facilities,,None of the above,,Very important,Yes,,
118205366061,448603621,2022-12-20 13:35:05,2022-12-20 13:44:39,76.182.129.36,39.9955726,-82.6742373,I live in Etna Township,,,,,4 (NE),,,10 - 19 Years,,,,,,,19 - 25 Years Old,,45 - 65 Years Old,,Etna Township,,,,,,Columbus,,,,,,,,Access to Employment,,,School System,,,,,Own,No - we have other occupations.,0 - 5 Acres,< 2 Acres,85,,Farm House/Large Lot,Single Family,,,,Gated Communities,Pro Limited Growth,,,Rural Home Occupations,,Agri-Business,Manufacturing,,,,,Heavy Manufacturing,Office/Service,Recreation/Resort Activity,,,,Tax Reductions,,Job Training,,Industrial Park,,Yes,Somewhat,Somewhat,Somewhat,Somewhat,Very,,Broadband Internet,Central Water,Central Sewer,Recycling,Adopt-A-Highway,Natural Gas,,,,,,Improve Schools,,,,Improve/Provide Parks and Recreation Facilities,,Income (in association with Joint Economic Development District),,Somewhat important,Yes,,I would like to see more sit-down restaurants in the township so I do not need to travel to 256. Also more parks with running paths.
